domain,email,company_name,source,status,email_quality,notes
greatwoodprimarycare.com,,Greatwoodprimarycare,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
mqa-internet.doh.state.fl.us,,Mqa-Internet,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
aol.com,,Aol,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
open.spotify.com,,Open,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
facs.org,ahp@facs.org,Facs,manual_serp,crawled,medium,domain_only_in_serp; crawled
prestigemedicalclinic.com,prestigemedicalclinic@gmail.com,Prestigemedicalclinic,manual_serp,crawled,low,domain_only_in_serp; crawled
studiocityurgentcare.com,scucmc@gmail.com,Studiocityurgentcare,manual_serp,crawled,medium,domain_only_in_serp; crawled
georgiamedicalclinic.com,,Georgiamedicalclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
sacfamilyclinic.com,infinitemedicine@gmail.com,Sacfamilyclinic,manual_serp,crawled,medium,domain_only_in_serp; crawled
miamivipdoctor.com,,Miamivipdoctor,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
resolvefamilyclinic.com,,Resolvefamilyclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
allcare-ga.com,,Allcare-Ga,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
healthyyoumed.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,Healthyyoumed,manual_serp,crawled,low,domain_only_in_serp; crawled
shawnethomas.com,,Shawnethomas,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
rockfordvetclinics.com,amc@rockfordvetclinics.com,Rockfordvetclinics,manual_serp,crawled,medium,domain_only_in_serp; crawled
oapcfl.com,oapcstaff@gmail.com,Oapcfl,manual_serp,crawled,medium,domain_only_in_serp; crawled
ymail.com,,Ymail,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
smfclinic.com,smfc3730@gmail.com,Smfclinic,manual_serp,crawled,low,domain_only_in_serp; crawled
mkhealthcaremd.com,,Mkhealthcaremd,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
medcircle.com,support@medcircle.com,Medcircle,manual_serp,crawled,low,domain_only_in_serp; crawled
uppereastsidepediatrics.com,,Uppereastsidepediatrics,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
verizon.net,,Verizon,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
specialistdoctorsgroup.com,info@specialistdoctorgroup.com,Specialistdoctorsgroup,manual_serp,crawled,high,domain_only_in_serp; crawled
comcast.net,,Comcast,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
santaclarafamilyclinic.com,santaclarafamilyclinic@gmail.com,Santaclarafamilyclinic,manual_serp,crawled,low,domain_only_in_serp; crawled
ryr1.org,info@ryr1.org,Ryr1,manual_serp,crawled,high,domain_only_in_serp; crawled
mybodhi.com,yourdoctor@mybodhi.com,Mybodhi,manual_serp,crawled,medium,domain_only_in_serp; crawled
doctorheldridge.com,,Doctorheldridge,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
childrensmedicalgroupofocala.com,childrensmedicalgroupofocala@gmail.com,Childrensmedicalgroupofocala,manual_serp,crawled,low,domain_only_in_serp; crawled
dr.read,,Dr,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
dreams.read,,Dreams,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
primaryfamilymedicinellc.com,,Primaryfamilymedicinellc,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
lmunet.edu,,Lmunet,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
60101.read,,60101,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
illinoisfreeclinics.org,info@illinoisfreeclinics.org,Illinoisfreeclinics,manual_serp,crawled,high,domain_only_in_serp; crawled
animalhealthmedicalcenter.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,Animalhealthmedicalcenter,manual_serp,crawled,low,domain_only_in_serp; crawled
ppohc.com,ppohc.clinic@gmail.com,Ppohc,manual_serp,crawled,medium,domain_only_in_serp; crawled
peeplesfuneralhome.net,peeplesfuneralhome@gmail.com,Peeplesfuneralhome,manual_serp,crawled,medium,domain_only_in_serp; crawled
immanuelfamilyclinic.com,,Immanuelfamilyclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
center.read,,Center,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
clinicancd.com,clinicancd@gmail.com,Clinicancd,manual_serp,crawled,medium,domain_only_in_serp; crawled
schechtermd.com,frontofficedrs@gmail.com,Schechtermd,manual_serp,crawled,medium,domain_only_in_serp; crawled
icloud.com,,Icloud,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
myfloridacaremedicalcenter.com,,Myfloridacaremedicalcenter,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
claytonfamilymedicine.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,Claytonfamilymedicine,manual_serp,crawled,low,domain_only_in_serp; crawled
resthavenmemorialgardens.com,claiborneholdings@yahoo.com,Resthavenmemorialgardens,manual_serp,crawled,medium,domain_only_in_serp; crawled
affcare.net,info@affcare.net,Affcare,manual_serp,crawled,high,domain_only_in_serp; crawled
medicine.osu.edu,webmaster@osumc.edu,Medicine,manual_serp,crawled,low,domain_only_in_serp; crawled
ashamedicalclinic.com,,Ashamedicalclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
arises.read,,Arises,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
calidpc.com,,Calidpc,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
present.read,,Present,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
dhs.state.il.us,,Dhs,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
page.read,,Page,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
flightphysicalpalmsprings.com,,Flightphysicalpalmsprings,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
maplemedpeds.com,maplemedpeds@yahoo.com,Maplemedpeds,manual_serp,crawled,medium,domain_only_in_serp; crawled
drsanchezcare.com,,Drsanchezcare,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
dr.jennyling,,Dr,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
drjennyling.com,,Drjennyling,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
gracepfclinic.com,,Gracepfclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
medicalclinicmidoctora.com,midoctoramedicalclinic@gmail.com,Medicalclinicmidoctora,manual_serp,crawled,low,domain_only_in_serp; crawled
islandfamilyhealth.com,islandfamilyhealth@gmail.com,Islandfamilyhealth,manual_serp,crawled,medium,domain_only_in_serp; crawled
adultmedicalservices.com,adultmedical@gmail.com,Adultmedicalservices,manual_serp,crawled,medium,domain_only_in_serp; crawled
hospital.read,,Hospital,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
athensanimalmedicalclinic.com,,Athensanimalmedicalclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
drjoudeh.com,,Drjoudeh,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
more.read,,More,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
texavemedclinic.com,txavemedicalclinic@gmail.com,Texavemedclinic,manual_serp,crawled,medium,domain_only_in_serp; crawled
acponline.org,mksap_editors@acponline.org,Acponline,manual_serp,crawled,low,domain_only_in_serp; crawled
2001.read,,2001,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
glendalefamilymedical.com,drarmennercessian@gmail.com,Glendalefamilymedical,manual_serp,crawled,medium,domain_only_in_serp; crawled
protonmail.com,,Protonmail,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
gmcmed.org,medizco@gmail.com,Gmcmed,manual_serp,crawled,medium,domain_only_in_serp; crawled
pfcareinc.com,preferredfamilycare@gmail.com,Pfcareinc,manual_serp,crawled,medium,domain_only_in_serp; crawled
patrick.wells,,Patrick,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
index.php,,Index,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
amcfv.com,amcfvvet@gmail.com,Amcfv,manual_serp,crawled,medium,domain_only_in_serp; crawled
dogcatbirdvet.org,abmcvet@gmail.com,Dogcatbirdvet,manual_serp,crawled,medium,domain_only_in_serp; crawled
tscalliance.org,info@tscalliance.org,Tscalliance,manual_serp,crawled,high,domain_only_in_serp; crawled
vitalityfamilymedicalgroup.com,vitalityfamilymedical@gmail.com,Vitalityfamilymedicalgroup,manual_serp,crawled,low,domain_only_in_serp; crawled
ohioprimarycare.org,info@ohiourgentcare.org,Ohioprimarycare,manual_serp,crawled,high,domain_only_in_serp; crawled
nam.edu,info@socialdriver.com,Nam,manual_serp,crawled,high,domain_only_in_serp; crawled
animalmedfresno.com,animalmedclinicfresno@gmail.com,Animalmedfresno,manual_serp,crawled,low,domain_only_in_serp; crawled
oakleyveterinary.com,support@evetsites.com,Oakleyveterinary,manual_serp,crawled,low,domain_only_in_serp; crawled
asapa.org,mailtoadmin@asapa.org,Asapa,manual_serp,crawled,medium,domain_only_in_serp; crawled
receptionist.wfm,,Receptionist,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
katyppc.com,contactkatyppc@gmail.com,Katyppc,manual_serp,crawled,medium,domain_only_in_serp; crawled
offices.read,,Offices,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
eisenhowerhealth.org,patientrelations@eisenhowerhealth.org,Eisenhowerhealth,manual_serp,crawled,medium,domain_only_in_serp; crawled
appointment.read,,Appointment,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
uniondirectprimarycare.com,,Uniondirectprimarycare,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
florida.read,,Florida,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
alegriafamilyclinic.com,,Alegriafamilyclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
visit.read,,Visit,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
conditions.read,,Conditions,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
alonsomedicalcenter.com,info@alonsomedical.com,Alonsomedicalcenter,manual_serp,crawled,high,domain_only_in_serp; crawled
reddingseniorsource.com,reddingseniorsource@gmail.com,Reddingseniorsource,manual_serp,crawled,medium,domain_only_in_serp; crawled
clarkstownmedicalcare.com,,Clarkstownmedicalcare,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
quinnmcgowen.com,,Quinnmcgowen,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
msn.com,,Msn,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
fmcofgeorgetown.com,familymedical908@hotmail.com,Fmcofgeorgetown,manual_serp,crawled,low,domain_only_in_serp; crawled
budgetfamilyclinic.com,,Budgetfamilyclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
medasst.vppc,,Medasst,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
community.read,,Community,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
ncaamarket.ncaa.org,employersupport@naylor.com,Ncaamarket,manual_serp,crawled,medium,domain_only_in_serp; crawled
lvfp.net,drngrover@gmail.com,Lvfp,manual_serp,crawled,medium,domain_only_in_serp; crawled
drkaseingonzalez.com,dr.g.ocoffice@gmail.com,Drkaseingonzalez,manual_serp,crawled,low,domain_only_in_serp; crawled
michaellloydmd.com,,Michaellloydmd,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
rocketreach.co,,Rocketreach,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
westcovinafamilymedical.com,westcovinafamilymedical@gmail.com,Westcovinafamilymedical,manual_serp,crawled,low,domain_only_in_serp; crawled
worldclasscme.com,office@worldclasscme.com,Worldclasscme,manual_serp,crawled,high,domain_only_in_serp; crawled
nyimedpc.com,nyimedpc@gmail.com,Nyimedpc,manual_serp,crawled,medium,domain_only_in_serp; crawled
southsidemedclinic.com,user@domain.com,Southsidemedclinic,manual_serp,crawled,medium,domain_only_in_serp; crawled
hmcdoctors.com,marcog3236@gmail.com,Hmcdoctors,manual_serp,crawled,low,domain_only_in_serp; crawled
akersfuneralhome.com,,Akersfuneralhome,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
myprivia.com,,Myprivia,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
nypcare.com,nypcare@gmail.com,Nypcare,manual_serp,crawled,medium,domain_only_in_serp; crawled
us.read,,Us,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
wfmnyc.com,wfmbilling@gmail.com,Wfmnyc,manual_serp,crawled,medium,domain_only_in_serp; crawled
ohiohealth.com,,Ohiohealth,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
visitingpractitionerssa.com,,Visitingpractitionerssa,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
hotmail.com,,Hotmail,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
nghd.org,info@nghd.org,Nghd,manual_serp,crawled,high,domain_only_in_serp; crawled
villagephysicians.com,villagephysicians@gmail.com,Villagephysicians,manual_serp,crawled,medium,domain_only_in_serp; crawled
dr-conner.com,geoffconnermd@gmail.com,Dr-Conner,manual_serp,crawled,medium,domain_only_in_serp; crawled
millerdoc.com,,Millerdoc,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
mitchellhuebnermd.com,,Mitchellhuebnermd,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
